Date,Year, Day ,DayWeek,Vehicles,Drivers,Trips, RevPerTrips ,TripsPerCar, IncomePerCar ,TripsPerDriver, IncomePerDriver , Distance , PaidDistance ,RevKM, ShiftIncome , ShiftTolls , Income-Tolls , OperatingCost , CostPerKm , YieldPerRevKm 
,,,,Number of vehicles in this day,Number of drivers,number of trips, total revenue/total trips ,total trips / total car, total incom/total car ,total trips/total driver, total incom/total driver , total km in this day , total paid KM , total paid KM/total KM , Total income in this day , road fees , total incom - road fees ,,,
5/7/2021,2021, 7 ,Fri," 4,136 "," 6,647 "," 87,660 ", 29 , 21 , 612 , 13 , 381 ," 2,006,495 "," 1,034,001 ",0.515326975646588," 2,640,610 "," 109,384 "," 2,531,226.25 "," 401,299.00 ", 0.20 , 0.32 
5/8/2021,2021, 8 ,Sat," 4,146 "," 6,627 "," 87,809 ", 28 , 21 , 588 , 13 , 368 ," 2,020,770 "," 990,820 ",0.490318047081063," 2,534,238 "," 96,928 "," 2,437,310.07 "," 404,154.00 ", 0.20 , 0.29 
5/9/2021,2021, 9 ,Sun," 4,147 "," 6,649 "," 96,231 ", 25 , 23 , 579 , 14 , 361 ," 1,944,923 "," 968,286 ",0.497853128375776," 2,507,491 "," 104,496 "," 2,402,994.58 "," 388,984.60 ", 0.20 , 0.30 
5/10/2021,2021, 10 ,Mon," 4,155 "," 6,625 "," 98,770 ", 25 , 24 , 590 , 15 , 370 ," 1,934,048 "," 991,944 ",0.512884892205364," 2,560,187 "," 109,316 "," 2,450,870.72 "," 386,809.60 ", 0.20 , 0.31 
5/11/2021,2021, 11 ,Tue," 4,154 "," 6,572 "," 84,308 ", 28 , 20 , 566 , 13 , 358 ," 1,883,790 "," 948,573 ",0.50354498112847," 2,452,794 "," 101,340 "," 2,351,453.66 "," 376,758.00 ", 0.20 , 0.30 
5/12/2021,2021, 12 ,Wed," 4,144 "," 6,560 "," 82,470 ", 26 , 20 , 511 , 13 , 323 ," 1,807,474 "," 861,431 ",0.476593854185454," 2,207,994 "," 89,928 "," 2,118,066.05 "," 361,494.80 ", 0.20 , 0.28 
5/13/2021,2021, 13 ,Thu," 4,136 "," 6,418 "," 103,212 ", 23 , 25 , 567 , 16 , 365 ," 1,890,029 "," 940,894 ",0.497819874721499," 2,444,590 "," 101,388 "," 2,343,202.11 "," 378,005.80 ", 0.20 , 0.30 
5/14/2021,2021, 14 ,Fri," 4,132 "," 6,432 "," 103,125 ", 28 , 25 , 710 , 16 , 456 ," 2,139,090 "," 1,160,611 ",0.542572308785512," 3,057,528 "," 122,488 "," 2,935,039.99 "," 427,818.00 ", 0.20 , 0.34 
5/15/2021,2021, 15 ,Sat," 4,125 "," 6,531 "," 92,242 ", 32 , 22 , 723 , 14 , 456 ," 2,235,432 "," 1,179,217 ",0.52751190821282," 3,102,688 "," 121,612 "," 2,981,076.08 "," 447,086.40 ", 0.20 , 0.33 
5/16/2021,2021, 16 ,Sun," 4,117 "," 6,562 "," 100,154 ", 27 , 24 , 664 , 15 , 417 ," 2,118,392 "," 1,085,205 ",0.512277708752676," 2,863,347 "," 128,024 "," 2,735,322.57 "," 423,678.40 ", 0.20 , 0.31 
5/17/2021,2021, 17 ,Mon," 4,130 "," 6,555 "," 98,804 ", 27 , 24 , 651 , 15 , 410 ," 2,072,192 "," 1,074,972 ",0.51876080980913," 2,813,435 "," 126,304 "," 2,687,131.26 "," 414,438.40 ", 0.20 , 0.32 
5/18/2021,2021, 18 ,Tue," 4,135 "," 6,562 "," 100,458 ", 26 , 24 , 638 , 15 , 402 ," 1,996,847 "," 1,045,010 ",0.523330029791967," 2,758,262 "," 121,864 "," 2,636,397.95 "," 399,369.40 ", 0.20 , 0.32 
5/19/2021,2021, 19 ,Wed," 4,120 "," 6,539 "," 100,754 ", 26 , 24 , 637 , 15 , 401 ," 1,972,257 "," 1,046,244 ",0.530480561103345," 2,742,975 "," 119,876 "," 2,623,098.70 "," 394,451.40 ", 0.20 , 0.33 
5/20/2021,2021, 20 ,Thu," 4,107 "," 6,546 "," 102,559 ", 28 , 25 , 701 , 16 , 440 ," 2,147,939 "," 1,148,880 ",0.534875524863602," 3,013,830 "," 132,900 "," 2,880,930.25 "," 429,587.80 ", 0.20 , 0.33 
5/21/2021,2021, 21 ,Fri," 4,099 "," 6,531 "," 93,885 ", 25 , 23 , 565 , 14 , 354 ," 1,749,582 "," 934,961 ",0.534391071695982," 2,415,936 "," 101,312 "," 2,314,624.14 "," 349,916.40 ", 0.20 , 0.33 
5/22/2021,2021, 22 ,Sat," 4,074 "," 6,513 "," 96,280 ", 29 , 24 , 682 , 15 , 427 ," 2,131,506 "," 1,103,848 ",0.517872340026254," 2,894,976 "," 116,704 "," 2,778,271.69 "," 426,301.20 ", 0.20 , 0.32 
5/23/2021,2021, 23 ,Sun," 4,075 "," 6,515 "," 103,033 ", 26 , 25 , 666 , 16 , 417 ," 2,048,788 "," 1,071,729 ",0.523103903380926," 2,837,168 "," 123,516 "," 2,713,652.21 "," 409,757.60 ", 0.20 , 0.32 
5/24/2021,2021, 24 ,Mon," 4,072 "," 6,485 "," 100,102 ", 27 , 25 , 664 , 15 , 417 ," 2,044,124 "," 1,086,306 ",0.531428621747017," 2,831,310 "," 126,008 "," 2,705,302.09 "," 408,824.80 ", 0.20 , 0.33 
5/25/2021,2021, 25 ,Tue," 4,093 "," 6,491 "," 101,909 ", 26 , 25 , 640 , 16 , 403 ," 1,987,128 "," 1,043,477 ",0.525118160480855," 2,737,519 "," 119,392 "," 2,618,126.85 "," 397,425.60 ", 0.20 , 0.33 
5/26/2021,2021, 26 ,Wed," 4,097 "," 6,473 "," 104,235 ", 26 , 25 , 657 , 16 , 416 ," 2,014,857 "," 1,078,861 ",0.535452888219859," 2,814,633 "," 121,780 "," 2,692,853.30 "," 402,971.40 ", 0.20 , 0.34 
5/27/2021,2021, 27 ,Thu," 4,112 "," 6,530 "," 113,285 ", 24 , 28 , 660 , 17 , 415 ," 1,983,336 "," 1,083,016 ",0.54605775319966," 2,838,367 "," 125,348 "," 2,713,018.82 "," 396,667.20 ", 0.20 , 0.35 
5/28/2021,2021, 28 ,Fri," 4,117 "," 6,484 "," 103,498 ", 29 , 25 , 726 , 16 , 461 ," 2,144,771 "," 1,192,984 ",0.556229079934408," 3,119,541 "," 130,428 "," 2,989,113.01 "," 428,954.20 ", 0.20 , 0.36 
5/29/2021,2021, 29 ,Sat," 4,108 "," 6,470 "," 103,575 ", 28 , 25 , 714 , 16 , 454 ," 2,180,907 "," 1,175,426 ",0.538962000672197," 3,058,275 "," 123,696 "," 2,934,578.81 "," 436,181.40 ", 0.20 , 0.34 
5/30/2021,2021, 30 ,Sun," 4,101 "," 6,466 "," 110,043 ", 26 , 27 , 706 , 17 , 448 ," 2,121,942 "," 1,147,051 ",0.540566613036549," 3,025,788 "," 130,792 "," 2,894,996.38 "," 424,388.40 ", 0.20 , 0.34 
5/31/2021,2021, 31 ,Mon," 4,093 "," 6,399 "," 109,522 ", 26 , 27 , 697 , 17 , 446 ," 2,086,559 "," 1,144,037 ",0.548288833433418," 2,982,663 "," 130,264 "," 2,852,399.02 "," 417,311.80 ", 0.20 , 0.35 
6/1/2021,2021, 1 ,Tue," 4,093 "," 6,398 "," 108,677 ", 26 , 27 , 680 , 17 , 435 ," 2,027,192 "," 1,106,168 ",0.545665136800066," 2,907,038 "," 122,980 "," 2,784,058.30 "," 425,710.32 ", 0.21 , 0.34 
6/2/2021,2021, 2 ,Wed," 4,116 "," 6,429 "," 107,202 ", 26 , 26 , 669 , 17 , 429 ," 2,019,117 "," 1,097,409 ",0.543509365727692," 2,878,177 "," 122,664 "," 2,755,513.42 "," 424,014.57 ", 0.21 , 0.33 
6/3/2021,2021, 3 ,Thu," 4,116 "," 6,425 "," 115,099 ", 24 , 28 , 662 , 18 , 424 ," 1,962,875 "," 1,064,897 ",0.54251900910654," 2,847,036 "," 122,760 "," 2,724,275.65 "," 412,203.75 ", 0.21 , 0.33 
6/4/2021,2021, 4 ,Fri," 4,092 "," 6,367 "," 104,464 ", 30 , 26 , 753 , 16 , 484 ," 2,139,155 "," 1,188,154 ",0.55543146709799," 3,210,800 "," 128,560 "," 3,082,240.10 "," 449,222.55 ", 0.21 , 0.35 
6/5/2021,2021, 5 ,Sat," 4,086 "," 6,360 "," 101,907 ", 30 , 25 , 739 , 16 , 475 ," 2,199,620 "," 1,171,376 ",0.532535619788873," 3,139,380 "," 118,444 "," 3,020,936.10 "," 461,920.20 ", 0.21 , 0.32 
6/6/2021,2021, 6 ,Sun," 4,092 "," 6,345 "," 108,207 ", 25 , 26 , 654 , 17 , 422 ," 1,881,015 "," 1,009,807 ",0.536841545654873," 2,791,962 "," 115,204 "," 2,676,758.28 "," 395,013.15 ", 0.21 , 0.33 
6/7/2021,2021, 7 ,Mon," 4,077 "," 6,311 "," 104,003 ", 28 , 26 , 725 , 16 , 468 ," 2,150,165 "," 1,146,467 ",0.533199545151186," 3,082,130 "," 127,064 "," 2,955,065.93 "," 451,534.65 ", 0.21 , 0.32 
6/8/2021,2021, 8 ,Tue," 4,103 "," 6,321 "," 104,943 ", 26 , 26 , 664 , 17 , 431 ," 2,006,289 "," 1,061,286 ",0.528979623573673," 2,839,421 "," 116,172 "," 2,723,249.39 "," 421,320.69 ", 0.21 , 0.32 
6/9/2021,2021, 9 ,Wed," 4,105 "," 6,355 "," 105,093 ", 26 , 26 , 665 , 17 , 429 ," 1,990,873 "," 1,059,018 ",0.531936492182073," 2,846,480 "," 117,184 "," 2,729,295.56 "," 418,083.33 ", 0.21 , 0.32 
6/10/2021,2021, 10 ,Thu," 4,133 "," 6,396 "," 113,349 ", 24 , 27 , 662 , 18 , 428 ," 1,958,241 "," 1,054,564 ",0.538526156892844," 2,854,277 "," 117,984 "," 2,736,292.76 "," 411,230.61 ", 0.21 , 0.33 
6/11/2021,2021, 11 ,Fri," 4,114 "," 6,379 "," 102,340 ", 30 , 25 , 737 , 16 , 476 ," 2,091,916 "," 1,146,578 ",0.548099445675639," 3,155,842 "," 121,852 "," 3,033,989.73 "," 439,302.36 ", 0.21 , 0.34 
6/12/2021,2021, 12 ,Sat," 4,119 "," 6,368 "," 100,621 ", 30 , 24 , 739 , 16 , 478 ," 2,196,542 "," 1,157,373 ",0.526906838111905," 3,160,136 "," 117,648 "," 3,042,488.18 "," 461,273.82 ", 0.21 , 0.32 
6/13/2021,2021, 13 ,Sun," 4,130 "," 6,343 "," 106,385 ", 26 , 26 , 676 , 17 , 440 ," 2,036,224 "," 1,070,287 ",0.525623408819462," 2,912,930 "," 121,196 "," 2,791,733.52 "," 427,607.04 ", 0.21 , 0.32 
6/14/2021,2021, 14 ,Mon," 4,140 "," 6,358 "," 104,160 ", 26 , 25 , 663 , 16 , 432 ," 2,034,856 "," 1,076,419 ",0.528990257787283," 2,865,549 "," 119,572 "," 2,745,977.31 "," 427,319.76 ", 0.21 , 0.32 
6/15/2021,2021, 15 ,Tue," 4,149 "," 6,370 "," 103,984 ", 25 , 25 , 628 , 16 , 409 ," 1,938,686 "," 1,019,197 ",0.52571535565842," 2,716,171 "," 112,032 "," 2,604,139.34 "," 407,124.06 ", 0.21 , 0.32 
6/16/2021,2021, 16 ,Wed," 4,151 "," 6,396 "," 105,041 ", 28 , 25 , 700 , 16 , 454 ," 2,102,212 "," 1,113,413 ",0.529638780484556," 3,028,757 "," 123,796 "," 2,904,961.30 "," 441,464.52 ", 0.21 , 0.32 
6/17/2021,2021, 17 ,Thu," 4,172 "," 6,437 "," 111,902 ", 24 , 27 , 653 , 17 , 423 ," 1,952,666 "," 1,046,778 ",0.536076318223393," 2,842,643 "," 118,884 "," 2,723,759.16 "," 410,059.86 ", 0.21 , 0.33 
6/18/2021,2021, 18 ,Fri," 4,155 "," 6,376 "," 100,791 ", 30 , 24 , 726 , 16 , 473 ," 2,130,205 "," 1,154,051 ",0.541755840400337," 3,140,525 "," 123,128 "," 3,017,397.25 "," 447,343.05 ", 0.21 , 0.33 
6/19/2021,2021, 19 ,Sat," 4,158 "," 6,356 "," 101,855 ", 29 , 24 , 721 , 16 , 471 ," 2,148,764 "," 1,135,540 ",0.52846194370345," 3,110,906 "," 114,556 "," 2,996,349.66 "," 451,240.44 ", 0.21 , 0.32 
6/20/2021,2021, 20 ,Sun," 4,161 "," 6,424 "," 102,004 ", 31 , 25 , 760 , 16 , 492 ," 2,205,836 "," 1,164,191 ",0.52777767703492," 3,294,329 "," 133,216 "," 3,161,113.10 "," 463,225.56 ", 0.21 , 0.32 
6/21/2021,2021, 21 ,Mon," 4,140 "," 6,329 "," 101,569 ", 26 , 25 , 627 , 16 , 410 ," 1,793,294 "," 944,373 ",0.526613594870668," 2,706,559 "," 108,736 "," 2,597,822.52 "," 376,591.74 ", 0.21 , 0.32 
6/22/2021,2021, 22 ,Tue," 4,139 "," 6,257 "," 102,648 ", 28 , 25 , 702 , 16 , 465 ," 1,964,070 "," 1,043,851 ",0.531473419990123," 3,024,123 "," 117,196 "," 2,906,926.57 "," 412,454.70 ", 0.21 , 0.32 
6/23/2021,2021, 23 ,Wed," 4,123 "," 6,263 "," 105,007 ", 28 , 25 , 717 , 17 , 472 ," 1,971,485 "," 1,056,761 ",0.536022845722894," 3,075,181 "," 119,848 "," 2,955,333.06 "," 414,011.85 ", 0.21 , 0.33 
6/24/2021,2021, 24 ,Thu," 4,114 "," 6,268 "," 112,037 ", 26 , 27 , 715 , 18 , 469 ," 1,935,328 "," 1,052,959 ",0.544072632649349," 3,064,006 "," 121,788 "," 2,942,217.67 "," 406,418.88 ", 0.21 , 0.33 
6/25/2021,2021, 25 ,Fri," 4,095 "," 6,274 "," 100,000 ", 32 , 24 , 780 , 16 , 509 ," 2,083,654 "," 1,143,323 ",0.548710582467147," 3,318,048 "," 124,760 "," 3,193,287.90 "," 437,567.34 ", 0.21 , 0.34 
6/26/2021,2021, 26 ,Sat," 4,096 "," 6,241 "," 100,538 ", 31 , 25 , 765 , 16 , 502 ," 2,132,421 "," 1,131,051 ",0.53040698811351," 3,252,156 "," 118,316 "," 3,133,839.67 "," 447,808.41 ", 0.21 , 0.32 
6/27/2021,2021, 27 ,Sun," 4,104 "," 6,272 "," 105,398 ", 28 , 26 , 730 , 17 , 478 ," 2,013,338 "," 1,070,344 ",0.531626582322491," 3,118,733 "," 121,456 "," 2,997,277.29 "," 422,800.98 ", 0.21 , 0.32 
6/28/2021,2021, 28 ,Mon," 4,122 "," 6,279 "," 106,027 ", 29 , 26 , 736 , 17 , 483 ," 2,024,681 "," 1,079,582 ",0.533210910755818," 3,155,848 "," 122,980 "," 3,032,868.47 "," 425,183.01 ", 0.21 , 0.32 
6/29/2021,2021, 29 ,Tue," 4,138 "," 6,314 "," 111,270 ", 27 , 27 , 737 , 18 , 483 ," 2,012,806 "," 1,086,034 ",0.539562183340074," 3,172,354 "," 121,500 "," 3,050,854.31 "," 422,689.26 ", 0.21 , 0.33 
6/30/2021,2021, 30 ,Wed," 4,142 "," 6,320 "," 114,081 ", 28 , 28 , 766 , 18 , 502 ," 2,048,417 "," 1,133,119 ",0.553168129340852," 3,300,823 "," 126,292 "," 3,174,530.80 "," 430,167.57 ", 0.21 , 0.34 
7/1/2021,2021, 1 ,Thu," 4,152 "," 6,363 "," 121,369 ", 27 , 29 , 785 , 19 , 512 ," 2,070,922 "," 1,154,628 ",0.557542968783952," 3,391,422 "," 133,040 "," 3,258,382.45 "," 455,602.84 ", 0.22 , 0.34 
7/2/2021,2021, 2 ,Fri," 4,123 "," 6,270 "," 107,960 ", 32 , 26 , 841 , 17 , 553 ," 2,192,618 "," 1,232,410 ",0.562072371931636," 3,601,853 "," 134,768 "," 3,467,085.44 "," 482,375.96 ", 0.22 , 0.34 
7/3/2021,2021, 3 ,Sat," 4,128 "," 6,250 "," 105,498 ", 31 , 26 , 791 , 17 , 523 ," 2,158,371 "," 1,168,809 ",0.541523676884095," 3,387,394 "," 120,744 "," 3,266,650.22 "," 474,841.62 ", 0.22 , 0.32 
7/4/2021,2021, 4 ,Sun," 4,113 "," 6,275 "," 107,941 ", 30 , 26 , 775 , 17 , 508 ," 2,106,112 "," 1,131,410 ",0.537203149690045," 3,312,571 "," 125,512 "," 3,187,059.30 "," 463,344.64 ", 0.22 , 0.32 
7/5/2021,2021, 5 ,Mon," 4,124 "," 6,257 "," 105,481 ", 28 , 26 , 724 , 17 , 477 ," 2,002,489 "," 1,059,629 ",0.529155965401059," 3,103,120 "," 116,132 "," 2,986,987.95 "," 440,547.58 ", 0.22 , 0.31 
7/6/2021,2021, 6 ,Tue," 4,128 "," 6,254 "," 105,379 ", 28 , 26 , 704 , 17 , 465 ," 1,961,962 "," 1,032,834 ",0.526429156120251," 3,018,752 "," 111,452 "," 2,907,300.03 "," 431,631.64 ", 0.22 , 0.31 
7/7/2021,2021, 7 ,Wed," 4,132 "," 6,253 "," 107,308 ", 28 , 26 , 717 , 17 , 474 ," 2,012,177 "," 1,058,687 ",0.52614009602535," 3,076,506 "," 113,988 "," 2,962,517.95 "," 442,678.94 ", 0.22 , 0.31 
7/8/2021,2021, 8 ,Thu," 4,137 "," 6,241 "," 111,017 ", 26 , 27 , 699 , 18 , 463 ," 1,940,809 "," 1,031,339 ",0.531396443441884," 3,005,468 "," 113,080 "," 2,892,387.78 "," 426,977.98 ", 0.22 , 0.31 
7/9/2021,2021, 9 ,Fri," 4,121 "," 6,221 "," 99,070 ", 31 , 24 , 737 , 16 , 488 ," 2,053,039 "," 1,088,133 ",0.530010876559091," 3,153,924 "," 115,008 "," 3,038,916.07 "," 451,668.58 ", 0.22 , 0.31 
7/10/2021,2021, 10 ,Sat," 4,095 "," 6,176 "," 97,262 ", 30 , 24 , 724 , 16 , 480 ," 2,078,962 "," 1,061,794 ",0.510732759906146," 3,066,956 "," 104,064 "," 2,962,892.34 "," 457,371.64 ", 0.22 , 0.29 
7/11/2021,2021, 11 ,Sun," 4,078 "," 6,140 "," 105,388 ", 27 , 26 , 694 , 17 , 461 ," 1,948,491 "," 1,009,723 ",0.518207679686486," 2,940,462 "," 109,192 "," 2,831,269.84 "," 428,668.02 ", 0.22 , 0.30 
7/12/2021,2021, 12 ,Mon," 4,076 "," 6,064 "," 103,505 ", 29 , 25 , 727 , 17 , 488 ," 1,991,058 "," 1,058,088 ",0.531419978724879," 3,076,197 "," 114,884 "," 2,961,313.40 "," 438,032.76 ", 0.22 , 0.31 
7/13/2021,2021, 13 ,Tue," 4,059 "," 6,065 "," 101,319 ", 28 , 25 , 687 , 17 , 459 ," 1,921,174 "," 992,870 ",0.516803787683989," 2,892,839 "," 106,008 "," 2,786,831.03 "," 422,658.28 ", 0.22 , 0.30 
7/14/2021,2021, 14 ,Wed," 4,064 "," 6,057 "," 101,901 ", 28 , 25 , 693 , 17 , 465 ," 1,923,084 "," 1,004,582 ",0.522380717638959," 2,925,169 "," 108,704 "," 2,816,465.10 "," 423,078.48 ", 0.22 , 0.30 
7/15/2021,2021, 15 ,Thu," 4,108 "," 6,159 "," 108,066 ", 26 , 26 , 684 , 18 , 456 ," 1,917,730 "," 1,005,675 ",0.524409066969803," 2,920,698 "," 112,316 "," 2,808,381.56 "," 421,900.60 ", 0.22 , 0.30 
7/16/2021,2021, 16 ,Fri," 4,089 "," 6,144 "," 89,713 ", 32 , 22 , 713 , 15 , 475 ," 2,015,995 "," 1,047,284 ",0.51948739952232," 3,027,710 "," 112,116 "," 2,915,593.74 "," 443,518.90 ", 0.22 , 0.30 
7/17/2021,2021, 17 ,Sat," 4,076 "," 6,110 "," 90,028 ", 30 , 22 , 666 , 15 , 444 ," 1,997,268 "," 980,532 ",0.490936619422131," 2,810,784 "," 97,236 "," 2,713,547.80 "," 439,398.96 ", 0.22 , 0.27 
7/18/2021,2021, 18 ,Sun," 4,097 "," 6,096 "," 99,135 ", 27 , 24 , 657 , 16 , 441 ," 1,919,188 "," 965,722 ",0.503193017046793," 2,794,888 "," 104,528 "," 2,690,360.09 "," 422,221.36 ", 0.22 , 0.28 
7/19/2021,2021, 19 ,Mon," 4,125 "," 6,136 "," 80,212 ", 31 , 19 , 597 , 13 , 401 ," 1,781,723 "," 882,763 ",0.49545468066585," 2,559,150 "," 96,036 "," 2,463,113.57 "," 391,979.06 ", 0.22 , 0.28 
7/20/2021,2021, 20 ,Tue," 4,097 "," 6,031 "," 85,154 ", 30 , 21 , 615 , 14 , 418 ," 1,897,476 "," 910,769 ",0.479989733730493," 2,612,938 "," 93,636 "," 2,519,301.51 "," 417,444.72 ", 0.22 , 0.26 
7/21/2021,2021, 21 ,Wed," 4,022 "," 5,964 "," 79,198 ", 27 , 20 , 530 , 13 , 358 ," 1,564,900 "," 774,522 ",0.4949338615886," 2,213,489 "," 81,196 "," 2,132,292.82 "," 344,278.00 ", 0.22 , 0.27 
7/22/2021,2021, 22 ,Thu," 3,971 "," 5,888 "," 77,410 ", 28 , 19 , 552 , 13 , 372 ," 1,648,483 "," 793,478 ",0.481338297088899," 2,278,629 "," 85,780 "," 2,192,848.53 "," 362,666.26 ", 0.22 , 0.26 
7/23/2021,2021, 23 ,Fri," 3,936 "," 5,836 "," 78,466 ", 30 , 20 , 591 , 13 , 399 ," 1,743,883 "," 832,596 ",0.477437993259869," 2,415,439 "," 87,704 "," 2,327,735.32 "," 383,654.26 ", 0.22 , 0.26 
7/24/2021,2021, 24 ,Sat," 3,972 "," 5,866 "," 81,648 ", 32 , 21 , 661 , 14 , 448 ," 1,930,996 "," 936,080 ",0.484765374967115," 2,725,704 "," 100,064 "," 2,625,639.77 "," 424,819.12 ", 0.22 , 0.26 
7/25/2021,2021, 25 ,Sun," 4,034 "," 6,015 "," 90,513 ", 31 , 22 , 696 , 15 , 467 ," 2,029,073 "," 999,714 ",0.492694940004623," 2,927,331 "," 118,252 "," 2,809,079.38 "," 446,396.06 ", 0.22 , 0.27 
7/26/2021,2021, 26 ,Mon," 4,029 "," 5,953 "," 89,880 ", 30 , 22 , 672 , 15 , 455 ," 1,947,674 "," 963,178 ",0.494527318226767," 2,817,687 "," 109,756 "," 2,707,930.70 "," 428,488.28 ", 0.22 , 0.27 
7/27/2021,2021, 27 ,Tue," 4,050 "," 5,933 "," 90,631 ", 28 , 22 , 626 , 15 , 428 ," 1,830,125 "," 903,064 ",0.493443890444642," 2,635,807 "," 99,100 "," 2,536,707.46 "," 402,627.50 ", 0.22 , 0.27 
7/28/2021,2021, 28 ,Wed," 4,086 "," 5,991 "," 92,953 ", 28 , 23 , 644 , 16 , 439 ," 1,865,223 "," 937,158 ",0.502437510152942," 2,733,725 "," 102,632 "," 2,631,093.20 "," 410,349.06 ", 0.22 , 0.28 
7/29/2021,2021, 29 ,Thu," 4,085 "," 5,963 "," 100,289 ", 25 , 25 , 621 , 17 , 425 ," 1,765,120 "," 904,881 ",0.512645599166062," 2,635,704 "," 99,328 "," 2,536,376.24 "," 388,326.40 ", 0.22 , 0.29 
7/30/2021,2021, 30 ,Fri," 4,084 "," 6,102 "," 92,915 ", 31 , 23 , 694 , 15 , 465 ," 1,956,665 "," 1,011,236 ",0.516816113131272," 2,939,771 "," 104,604 "," 2,835,166.85 "," 430,466.30 ", 0.22 , 0.30 
7/31/2021,2021, 31 ,Sat," 4,069 "," 6,039 "," 96,567 ", 31 , 24 , 725 , 16 , 489 ," 2,057,479 "," 1,054,054 ",0.512303649271754," 3,058,527 "," 106,648 "," 2,951,879.10 "," 452,645.38 ", 0.22 , 0.29 
8/1/2021,2021, 1 ,Sun," 4,080 "," 6,017 "," 100,240 ", 29 , 25 , 715 , 17 , 485 ," 1,987,274 "," 1,031,586 ",0.519096007898257," 3,036,067 "," 117,252 "," 2,918,814.70 "," 476,945.76 ", 0.24 , 0.28 
8/2/2021,2021, 2 ,Mon," 4,081 "," 6,022 "," 98,152 ", 29 , 24 , 692 , 16 , 469 ," 1,931,615 "," 999,074 ",0.517222117243861," 2,932,762 "," 109,632 "," 2,823,130.41 "," 463,587.60 ", 0.24 , 0.28 
8/3/2021,2021, 3 ,Tue," 4,103 "," 6,003 "," 97,813 ", 28 , 24 , 665 , 16 , 455 ," 1,893,859 "," 970,505 ",0.512448392409361," 2,833,874 "," 105,052 "," 2,728,822.34 "," 454,526.16 ", 0.24 , 0.27 
8/4/2021,2021, 4 ,Wed," 4,098 "," 6,016 "," 98,421 ", 28 , 24 , 683 , 16 , 465 ," 1,929,569 "," 994,388 ",0.51534202715736," 2,905,280 "," 107,472 "," 2,797,808.01 "," 463,096.56 ", 0.24 , 0.28 
8/5/2021,2021, 5 ,Thu," 4,117 "," 6,082 "," 105,210 ", 25 , 26 , 642 , 17 , 435 ," 1,806,935 "," 937,723 ",0.518957793169096," 2,747,140 "," 103,544 "," 2,643,596.44 "," 433,664.40 ", 0.24 , 0.28 
8/6/2021,2021, 6 ,Fri," 4,098 "," 6,097 "," 93,441 ", 31 , 23 , 715 , 15 , 480 ," 1,990,014 "," 1,040,941 ",0.523082249672615," 3,037,908 "," 109,640 "," 2,928,268.07 "," 477,603.36 ", 0.24 , 0.28 
8/7/2021,2021, 7 ,Sat," 4,086 "," 6,070 "," 94,096 ", 31 , 23 , 711 , 16 , 478 ," 2,048,941 "," 1,037,519 ",0.506368411779549," 3,008,496 "," 104,384 "," 2,904,111.53 "," 491,745.84 ", 0.24 , 0.27 
8/8/2021,2021, 8 ,Sun," 4,089 "," 6,051 "," 100,372 ", 29 , 25 , 705 , 17 , 476 ," 1,974,585 "," 1,019,445 ",0.51628316836196," 2,996,065 "," 114,108 "," 2,881,957.09 "," 473,900.40 ", 0.24 , 0.28 
8/9/2021,2021, 9 ,Mon," 4,089 "," 6,031 "," 99,251 ", 29 , 24 , 706 , 16 , 478 ," 1,975,602 "," 1,023,162 ",0.517898848047329," 2,998,054 "," 112,252 "," 2,885,801.94 "," 474,144.48 ", 0.24 , 0.28 
8/10/2021,2021, 10 ,Tue," 4,071 "," 5,965 "," 98,242 ", 28 , 24 , 688 , 16 , 469 ," 1,917,926 "," 993,623 ",0.518071604431036," 2,908,682 "," 109,508 "," 2,799,174.23 "," 460,302.24 ", 0.24 , 0.28 
8/11/2021,2021, 11 ,Wed," 4,047 "," 5,956 "," 104,208 ", 28 , 26 , 716 , 17 , 486 ," 1,943,517 "," 1,029,576 ",0.529748903662793," 3,010,400 "," 113,536 "," 2,896,864.03 "," 466,444.08 ", 0.24 , 0.29 
8/12/2021,2021, 12 ,Thu," 4,067 "," 6,029 "," 89,098 ", 30 , 22 , 655 , 15 , 442 ," 1,811,012 "," 949,650 ",0.524375321643368," 2,771,068 "," 105,760 "," 2,665,307.84 "," 434,642.88 ", 0.24 , 0.28 
8/13/2021,2021, 13 ,Fri," 4,063 "," 6,043 "," 92,099 ", 30 , 23 , 674 , 15 , 453 ," 1,939,909 "," 974,727 ",0.502460166945975," 2,841,069 "," 101,788 "," 2,739,280.97 "," 465,578.16 ", 0.24 , 0.26 
8/14/2021,2021, 14 ,Sat," 4,070 "," 6,051 "," 93,122 ", 32 , 23 , 730 , 15 , 491 ," 2,077,598 "," 1,060,441 ",0.510416837135962," 3,078,778 "," 109,416 "," 2,969,361.87 "," 498,623.52 ", 0.24 , 0.27 
8/15/2021,2021, 15 ,Sun," 4,066 "," 6,036 "," 100,764 ", 30 , 25 , 737 , 17 , 497 ," 2,060,765 "," 1,064,746 ",0.516675118220661," 3,120,514 "," 122,572 "," 2,997,941.67 "," 494,583.60 ", 0.24 , 0.28 
8/16/2021,2021, 16 ,Mon," 4,052 "," 5,996 "," 99,057 ", 30 , 24 , 745 , 17 , 503 ," 2,041,989 "," 1,068,545 ",0.523286364422139," 3,138,502 "," 119,728 "," 3,018,773.53 "," 490,077.36 ", 0.24 , 0.28 
