Date,Year, Day ,DayWeek,Vehicles,Drivers,Trips, RevPerTrips ,TripsPerCar, IncomePerCar ,TripsPerDriver, IncomePerDriver , Distance , PaidDistance ,RevKM, ShiftIncome , ShiftTolls , Income-Tolls , OperatingCost , CostPerKm , YieldPerRevKm 
,,,,Number of vehicles in this day,Number of drivers,number of trips, total revenue/total trips ,total trips / total car, total incom/total car ,total trips/total driver, total incom/total driver , total km in this day , total paid KM , total paid KM/total KM , Total income in this day , road fees , total incom - road fees ,,,
11/26/2021,2021, 26 ,Fri," 4,871 "," 6,873 "," 130,299 ", 35 , 27 , 944 , 19 , 669 ," 2,630,854 "," 1,678,068 ",0.637841552590908," 4,794,416 "," 195,420 "," 4,598,996.44 "," 605,096.42 ", 0.23 , 0.41 
11/27/2021,2021, 27 ,Sat," 4,857 "," 6,877 "," 125,929 ", 38 , 26 , 981 , 18 , 693 ," 2,795,552 "," 1,747,661 ",0.625157750598093," 4,962,352 "," 195,820 "," 4,766,531.66 "," 642,976.96 ", 0.23 , 0.40 
11/28/2021,2021, 28 ,Sun," 4,856 "," 6,897 "," 127,503 ", 35 , 26 , 915 , 18 , 644 ," 2,610,452 "," 1,622,079 ",0.621378596503594," 4,647,133 "," 202,360 "," 4,444,772.72 "," 600,403.96 ", 0.23 , 0.39 
11/29/2021,2021, 29 ,Mon," 4,841 "," 6,857 "," 127,510 ", 35 , 26 , 909 , 19 , 642 ," 2,564,531 "," 1,606,691 ",0.626504807311746," 4,594,831 "," 195,728 "," 4,399,103.14 "," 589,842.13 ", 0.23 , 0.40 
11/30/2021,2021, 30 ,Tue," 4,869 "," 6,891 "," 130,492 ", 32 , 27 , 867 , 19 , 613 ," 2,464,256 "," 1,546,351 ",0.627512320148556," 4,409,621 "," 186,468 "," 4,223,153.03 "," 566,778.88 ", 0.23 , 0.40 
12/1/2021,2021, 1 ,Wed," 4,878 "," 6,883 "," 122,038 ", 35 , 25 , 880 , 18 , 623 ," 2,516,850 "," 1,574,019 ",0.625392454854282," 4,477,870 "," 187,164 "," 4,290,705.80 "," 578,875.50 ", 0.23 , 0.40 
12/2/2021,2021, 2 ,Thu," 4,852 "," 6,818 "," 121,479 ", 34 , 25 , 846 , 18 , 602 ," 2,501,178 "," 1,512,123 ",0.60456432928804," 4,282,712 "," 175,792 "," 4,106,919.52 "," 575,270.94 ", 0.23 , 0.37 
12/3/2021,2021, 3 ,Fri," 4,809 "," 6,752 "," 124,685 ", 36 , 26 , 946 , 18 , 674 ," 2,743,097 "," 1,675,231 ",0.610707896950053," 4,733,581 "," 184,048 "," 4,549,532.54 "," 630,912.31 ", 0.23 , 0.38 
12/4/2021,2021, 4 ,Sat," 4,810 "," 6,801 "," 120,237 ", 39 , 25 , 979 , 18 , 692 ," 2,870,567 "," 1,753,610 ",0.61089324861604," 4,890,680 "," 183,724 "," 4,706,956.46 "," 660,230.41 ", 0.23 , 0.38 
12/5/2021,2021, 5 ,Sun," 4,833 "," 6,844 "," 124,508 ", 37 , 26 , 948 , 18 , 669 ," 2,750,505 "," 1,677,478 ",0.609880003853838," 4,785,990 "," 206,712 "," 4,579,278.44 "," 632,616.15 ", 0.23 , 0.38 
12/6/2021,2021, 6 ,Mon," 4,840 "," 6,822 "," 123,038 ", 35 , 25 , 893 , 18 , 633 ," 2,564,164 "," 1,570,835 ",0.612610971841115," 4,516,144 "," 195,676 "," 4,320,467.81 "," 589,757.72 ", 0.23 , 0.38 
12/7/2021,2021, 7 ,Tue," 4,837 "," 6,845 "," 124,473 ", 33 , 26 , 862 , 18 , 609 ," 2,494,274 "," 1,516,213 ",0.607877482586115," 4,355,790 "," 186,768 "," 4,169,021.84 "," 573,683.02 ", 0.23 , 0.38 
12/8/2021,2021, 8 ,Wed," 4,861 "," 6,903 "," 126,075 ", 34 , 26 , 869 , 18 , 612 ," 2,517,143 "," 1,540,107 ",0.61184724109834," 4,412,768 "," 187,068 "," 4,225,699.99 "," 578,942.89 ", 0.23 , 0.38 
12/9/2021,2021, 9 ,Thu," 4,877 "," 6,894 "," 131,168 ", 31 , 27 , 846 , 19 , 598 ," 2,444,719 "," 1,506,115 ",0.616068758822589," 4,310,098 "," 184,344 "," 4,125,754.45 "," 562,285.37 ", 0.23 , 0.39 
12/10/2021,2021, 10 ,Fri," 4,849 "," 6,882 "," 127,798 ", 37 , 26 , 964 , 19 , 679 ," 2,714,921 "," 1,713,915 ",0.631294612255753," 4,876,178 "," 200,356 "," 4,675,821.62 "," 624,431.83 ", 0.23 , 0.40 
12/11/2021,2021, 11 ,Sat," 4,851 "," 6,881 "," 122,470 ", 38 , 25 , 960 , 18 , 676 ," 2,816,568 "," 1,725,075 ",0.61247411743654," 4,844,064 "," 189,220 "," 4,654,844.27 "," 647,810.64 ", 0.23 , 0.38 
12/12/2021,2021, 12 ,Sun," 4,848 "," 6,872 "," 125,798 ", 34 , 26 , 892 , 18 , 629 ," 2,645,094 "," 1,591,655 ",0.601738539348696," 4,514,360 "," 190,796 "," 4,323,563.70 "," 608,371.62 ", 0.23 , 0.37 
12/13/2021,2021, 13 ,Mon," 4,848 "," 6,834 "," 123,620 ", 33 , 25 , 848 , 18 , 602 ," 2,507,940 "," 1,502,924 ",0.59926633013549," 4,294,025 "," 181,504 "," 4,112,520.88 "," 576,826.20 ", 0.23 , 0.37 
12/14/2021,2021, 14 ,Tue," 4,870 "," 6,866 "," 122,821 ", 33 , 25 , 839 , 18 , 595 ," 2,487,585 "," 1,491,401 ",0.599537704239252," 4,268,844 "," 180,564 "," 4,088,279.87 "," 572,144.55 ", 0.23 , 0.37 
12/15/2021,2021, 15 ,Wed," 4,882 "," 6,890 "," 124,927 ", 33 , 26 , 845 , 18 , 599 ," 2,501,287 "," 1,505,206 ",0.601772607461679," 4,306,674 "," 181,016 "," 4,125,657.78 "," 575,296.01 ", 0.23 , 0.37 
12/16/2021,2021, 16 ,Thu," 4,889 "," 6,925 "," 129,621 ", 32 , 27 , 849 , 19 , 599 ," 2,490,539 "," 1,516,433 ",0.60887743576792," 4,338,548 "," 187,180 "," 4,151,367.61 "," 572,823.97 ", 0.23 , 0.38 
12/17/2021,2021, 17 ,Fri," 4,875 "," 6,934 "," 125,944 ", 36 , 26 , 931 , 18 , 655 ," 2,683,168 "," 1,666,795 ",0.621204113942921," 4,736,634 "," 198,136 "," 4,538,497.56 "," 617,128.64 ", 0.23 , 0.39 
12/18/2021,2021, 18 ,Sat," 4,859 "," 6,930 "," 119,393 ", 37 , 25 , 914 , 17 , 641 ," 2,713,210 "," 1,639,078 ",0.604110260540098," 4,622,763 "," 182,200 "," 4,440,563.21 "," 624,038.30 ", 0.23 , 0.37 
12/19/2021,2021, 19 ,Sun," 4,848 "," 6,913 "," 118,956 ", 35 , 25 , 848 , 17 , 594 ," 2,541,889 "," 1,513,768 ",0.595528758336812," 4,289,276 "," 180,500 "," 4,108,775.73 "," 584,634.47 ", 0.23 , 0.37 
12/20/2021,2021, 20 ,Mon," 4,818 "," 6,882 "," 108,963 ", 42 , 23 , 947 , 16 , 663 ," 2,810,961 "," 1,670,852 ",0.594405970057927," 4,763,708 "," 199,356 "," 4,564,351.57 "," 646,521.03 ", 0.23 , 0.36 
12/21/2021,2021, 21 ,Tue," 4,732 "," 6,728 "," 108,649 ", 28 , 23 , 650 , 16 , 457 ," 1,931,342 "," 1,122,923 ",0.581421105117582," 3,212,017 "," 135,412 "," 3,076,604.97 "," 444,208.66 ", 0.23 , 0.35 
12/22/2021,2021, 22 ,Wed," 4,755 "," 6,673 "," 114,277 ", 32 , 24 , 768 , 17 , 547 ," 2,255,018 "," 1,334,545 ",0.591811240531118," 3,812,302 "," 162,212 "," 3,650,090.41 "," 518,654.14 ", 0.23 , 0.36 
12/23/2021,2021, 23 ,Thu," 4,851 "," 6,845 "," 119,305 ", 32 , 25 , 785 , 17 , 557 ," 2,342,212 "," 1,390,224 ",0.593551736563556," 3,979,200 "," 169,836 "," 3,809,363.67 "," 538,708.76 ", 0.23 , 0.36 
12/24/2021,2021, 24 ,Fri," 4,801 "," 6,795 "," 121,738 ", 34 , 25 , 854 , 18 , 603 ," 2,475,856 "," 1,496,432 ",0.604409949528567," 4,276,075 "," 177,136 "," 4,098,938.91 "," 569,446.88 ", 0.23 , 0.37 
12/25/2021,2021, 25 ,Sat," 4,782 "," 6,756 "," 124,724 ", 35 , 26 , 915 , 18 , 648 ," 2,628,562 "," 1,611,202 ",0.612959481267705," 4,551,052 "," 176,328 "," 4,374,724.37 "," 604,569.26 ", 0.23 , 0.38 
12/26/2021,2021, 26 ,Sun," 4,834 "," 6,843 "," 120,648 ", 36 , 25 , 889 , 18 , 628 ," 2,614,361 "," 1,590,550 ",0.608389583534944," 4,488,502 "," 191,160 "," 4,297,341.81 "," 601,303.03 ", 0.23 , 0.38 
12/27/2021,2021, 27 ,Mon," 4,815 "," 6,835 "," 118,121 ", 36 , 25 , 872 , 17 , 615 ," 2,581,185 "," 1,555,707 ",0.602710383021752," 4,390,683 "," 190,172 "," 4,200,510.96 "," 593,672.55 ", 0.23 , 0.37 
12/28/2021,2021, 28 ,Tue," 4,867 "," 6,868 "," 120,284 ", 35 , 25 , 858 , 18 , 608 ," 2,553,869 "," 1,547,421 ",0.605912441084488," 4,367,101 "," 193,188 "," 4,173,913.07 "," 587,389.87 ", 0.23 , 0.38 
12/29/2021,2021, 29 ,Wed," 4,903 "," 6,923 "," 125,083 ", 35 , 26 , 893 , 18 , 633 ," 2,646,929 "," 1,625,620 ",0.614153231915174," 4,581,339 "," 202,460 "," 4,378,878.79 "," 608,793.67 ", 0.23 , 0.38 
12/30/2021,2021, 30 ,Thu," 4,933 "," 6,980 "," 128,577 ", 35 , 26 , 902 , 18 , 638 ," 2,641,632 "," 1,648,702 ",0.624122512144008," 4,660,704 "," 210,304 "," 4,450,399.67 "," 607,575.36 ", 0.23 , 0.39 
12/31/2021,2021, 31 ,Fri," 4,897 "," 6,917 "," 118,618 ", 39 , 24 , 951 , 17 , 674 ," 2,668,806 "," 1,724,044 ",0.645998247905618," 4,873,607 "," 214,524 "," 4,659,082.97 "," 613,825.38 ", 0.23 , 0.42 
